line_id,order_id,book_id,price
2686,9485,2974,17.65
2687,10508,6806,8.21
2688,11019,2413,17.06
2689,2329,6834,10.24
2690,41,7986,1.05
2691,4136,1228,7.87
2692,6183,7071,19.95
2693,8230,913,8.34
2694,9253,9334,18.87
2695,10276,2229,3.42
2696,10787,2838,15.23
2697,11298,477,18.59
2698,11425,5778,16.16
2699,151,5353,19.64
2700,4246,5199,7.79
2701,6293,6086,11.31
2702,8340,2078,4.74
2703,9363,6958,8.31
2704,10386,2240,15.2
2705,10897,2180,13.99
2706,751,10130,9.07
2707,4846,5954,6.31
2708,6893,10821,18.32
2709,8940,7365,11.24
2710,134,9160,8.62
2711,1083,7616,2.6
2712,4229,6632,11.81
2713,5178,1836,1.06
2714,6276,8568,13.82
2715,7225,1616,13.06
2716,8323,9216,3.66
2717,9346,4796,12.11
2718,10369,8166,17.07
2719,10880,725,15.31
2720,1003,7028,17.24
2721,1874,4626,9.85
2722,5098,2391,11.94
2723,7145,3791,18.24
2724,1555,5994,19.14
2725,1167,1879,19.46
2726,1534,3998,17.54
2727,5262,3426,18.16
2728,7309,6859,7.16
2729,659,10472,12.63
2730,4754,3726,15.59
2731,6801,9924,2.43
2732,8848,10378,5.97
2733,326,7735,11.6
2734,2401,9051,6.56
2735,4421,2221,0.28
2736,6468,5239,6.25
2737,8515,1668,16.24
2738,9538,6782,12.24
2739,10561,2575,6.42
2740,2129,10144,11.9
2741,2393,2666,8.26
2742,1120,3866,9.94
2743,5215,4939,14.56
2744,7262,3423,7.09
2745,380,9454,3.7
2746,752,4172,6.4
2747,1658,5296,8.39
2748,4475,7447,1.76
2749,4847,4821,18.03
2750,6522,2324,6.78
2751,6894,754,6.45
2752,8569,4541,1.47
2753,8941,1594,9.91
2754,9592,544,15.14
2755,10615,7103,18.42
2756,2168,7672,13.7
2757,1510,3960,14.49
2758,979,6183,12.09
2759,1183,3959,19.3
2760,5074,8437,17.92
2761,5278,2275,6.7
2762,7121,675,5.97
2763,7325,3464,13.22
2764,2045,4115,17.34
2765,2306,2502,10.47
2766,216,10491,2.88
2767,228,9928,0.57
2768,4311,5195,4.96
2769,4323,9351,9.15
2770,6358,8529,9.2
2771,6370,4,12.43
2772,8405,1185,13.36
2773,8417,226,1.95
2774,9428,4742,16.78
2775,9440,10186,1.22
2776,10451,6220,12.24
2777,10463,4253,1.51
2778,10962,2566,18.53
2779,10974,10465,18.47
2780,384,8853,4.16
2781,2046,7269,12.84
2782,4479,2787,6.53
2783,6526,9790,8.41
2784,8573,5147,1.03
2785,9596,9684,3.94
2786,10619,4150,5.49
2787,1230,2822,8.89
2788,5325,5131,19.45
2789,2262,5339,9.63
2790,1741,10758,7.81
2791,1763,579,1.77
2792,1942,3178,3.26
2793,2279,10659,6.02
2794,204,7021,5.04
2795,4299,4095,1.67
2796,6346,3491,6.36
2797,8393,7220,5.81
2798,9416,5626,13.14
2799,10439,8537,17.31
2800,10950,295,10.71
2801,212,6653,7.66
2802,4307,1354,9.18
2803,6354,10360,5.55
2804,8401,6621,2.85
2805,9424,10316,4.16
2806,10447,2890,13.48
2807,10958,6573,18.63
2808,146,9856,12.69
2809,4241,5719,13.34
2810,6288,8818,19.24
2811,8335,4802,5.45
2812,9358,746,10.36
2813,10381,4336,7.88
2814,10892,8914,16.47
2815,1818,7948,2.02
2816,2379,4024,10.11
2817,649,4917,13.87
2818,4744,1582,12.6
2819,6791,8057,14.6
2820,8838,5320,4.0
2821,2315,6308,4.68
2822,472,5219,12.87
2823,4567,9009,2.37
2824,6614,1814,9.19
2825,8661,9003,13.33
2826,9684,10083,10.62
2827,861,10421,1.8
2828,4956,7110,18.52
2829,7003,7926,15.68
2830,9050,8706,11.21
2831,2138,5062,11.87
2832,142,6701,4.62
2833,254,3869,0.92
2834,4237,2076,15.9
2835,4349,4611,13.75
2836,6284,2166,18.21
2837,6396,10776,2.22
2838,8331,7229,18.31
2839,8443,6983,7.84
2840,9354,852,4.14
2841,9466,8974,8.22
2842,10377,7058,18.79
2843,10489,8829,2.99
2844,10888,4086,7.75
2845,11000,9305,0.37
2846,1695,6504,17.33
2847,1553,6450,5.97
2848,244,8380,17.41
2849,2313,1037,17.08
2850,4339,11032,7.9
2851,6386,11123,16.28
2852,8433,784,18.21
2853,9456,3800,19.52
2854,10479,9512,6.93
2855,10990,1878,16.07
2856,2085,5697,2.99
2857,296,2340,12.07
2858,4391,4305,2.47
2859,6438,5092,18.35
2860,8485,2378,6.33
2861,9508,10480,15.19
2862,10531,10817,11.65
2863,11042,11069,4.55
2864,1595,1691,1.56
2865,680,10387,8.68
2866,1064,4108,10.88
2867,1958,6813,8.59
2868,4775,3463,5.34
2869,5159,4478,4.21
2870,6822,9407,11.91
2871,7206,4913,8.42
2872,8869,8687,12.81
2873,1259,9566,7.55
2874,1747,3431,8.18
2875,5354,1341,7.5
2876,1043,5725,8.94
2877,5138,7692,2.31
2878,7185,5609,3.47
2879,2190,3954,5.13
2880,1980,2396,6.15
2881,947,9926,10.75
2882,1527,130,8.91
2883,5042,2139,12.5
2884,7089,6097,17.3
2885,931,7576,16.19
2886,974,57,11.93
2887,5026,10768,0.99
2888,5069,3818,11.35
2889,7073,8993,6.77
2890,7116,2990,6.55
2891,789,9250,3.48
2892,1060,4190,7.21
2893,4884,7492,5.7
2894,5155,4498,3.33
2895,6931,6907,12.08
2896,7202,1745,19.45
2897,8978,4355,0.8
2898,1823,285,0.16
2899,283,10711,15.8
2900,1368,682,18.74
2901,4378,5567,13.82
2902,5463,10619,13.98
2903,6425,7023,1.19
2904,8472,4489,16.78
2905,9495,10944,8.03
2906,10518,637,1.63
2907,11029,2617,18.63
2908,895,10602,19.39
2909,4990,10992,0.63
2910,7037,2162,17.53
2911,9084,8908,7.46
2912,630,5156,3.96
2913,1034,6667,8.04
2914,4725,2373,17.19
2915,5129,7333,14.32
2916,6772,6704,17.3
2917,7176,5752,19.8
2918,8819,4449,0.58
2919,189,10508,12.71
2920,4284,3838,16.36
2921,6331,605,16.36
2922,8378,10320,3.67
2923,9401,1499,2.46
2924,10424,2343,13.68
2925,10935,8770,17.79
2926,764,908,14.8
2927,4859,5075,1.2
2928,6906,10361,9.52
2929,8953,6534,10.16
2930,1753,8651,7.28
2931,1260,5430,6.95
2932,5355,3043,6.5
2933,1608,8944,0.89
2934,1449,9028,18.46
2935,5544,2020,2.76
2936,1326,1632,6.37
2937,5421,1695,16.12
2938,1656,6380,8.97
2939,2446,5825,5.43
2940,2373,8756,2.4
2941,422,2666,16.76
2942,1646,5233,16.76
2943,4517,8664,7.59
2944,6564,6260,13.48
2945,8611,7581,7.71
2946,9634,9817,5.12
2947,1308,7031,7.85
2948,1647,735,3.06
2949,5403,6301,7.46
2950,1154,1850,14.24
2951,5249,684,3.42
2952,7296,7474,16.9
2953,1461,2337,10.29
2954,5556,10498,3.47
2955,1189,417,13.33
2956,5284,2444,1.98
2957,7331,9295,17.61
2958,114,9973,16.81
2959,4209,5699,0.8
2960,6256,7390,4.0
2961,8303,97,8.86
2962,9326,2096,12.26
2963,10349,5565,13.23
2964,10860,8988,1.08
2965,317,9426,1.47
2966,592,9184,18.14
2967,4412,642,11.36
2968,4687,7428,12.67
2969,6459,1827,18.42
2970,6734,1245,15.93
2971,8506,7200,16.91
2972,8781,3198,17.99
2973,9529,7081,9.66
2974,9804,5622,1.56
2975,10552,9715,2.65
2976,610,473,16.3
2977,2248,10553,5.93
2978,4705,7099,6.0
2979,6752,6532,0.69
2980,8799,4582,19.1
2981,578,6016,16.75
2982,920,6301,6.37
2983,1146,9950,10.31
2984,4673,9944,18.45
2985,5015,10366,17.81
2986,5241,7323,12.38
2987,6720,1342,14.91
2988,7062,4081,11.93
2989,7288,9828,12.53
2990,8767,5365,10.63
2991,9790,2343,9.17
2992,785,7352,18.56
2993,4880,7333,10.21
2994,6927,6400,6.89
2995,8974,11091,19.01
2996,97,8488,19.25
2997,1767,5825,14.6
2998,4192,896,4.24
2999,6239,9103,9.09
3000,8286,9115,14.64
3001,9309,2254,16.33
3002,10332,5293,18.57
3003,10843,2399,5.85
3004,11354,9067,3.95
3005,180,6035,2.4
3006,4275,10813,10.0
3007,6322,6492,8.36
3008,8369,3768,8.79
3009,9392,2033,11.89
3010,10415,4715,6.71
3011,10926,4521,0.5
3012,153,10087,9.15
3013,731,6317,9.32
3014,1340,6982,14.79
3015,4248,9054,17.01
3016,4826,9038,10.19
3017,5435,1232,0.5
3018,6295,8814,17.72
3019,6873,609,12.29
3020,8342,10121,14.08
3021,8920,8801,16.86
3022,9365,9368,13.62
3023,10388,9770,6.96
3024,10899,1182,9.73
3025,1200,1272,2.24
3026,1541,2406,14.91
3027,5295,884,3.2
3028,7342,6257,6.63
3029,475,10798,17.16
3030,631,4211,6.36
3031,4570,5066,6.44
3032,4726,2728,5.18
3033,6617,6238,0.51
3034,6773,4948,2.95
3035,8664,4482,11.44
3036,8820,7254,10.87
3037,9687,8475,3.56
3038,2441,6725,9.77
3039,1837,6992,13.54
3040,1072,5567,9.4
3041,1414,9460,16.81
3042,1901,7248,14.71
3043,5167,8057,8.28
3044,5509,9976,4.83
3045,7214,5766,17.33
3046,713,8646,5.72
3047,2175,1103,12.75
3048,4808,9900,10.73
3049,6855,147,9.13
3050,8902,2696,16.84
3051,925,5390,17.91
3052,5020,267,8.67
3053,7067,1064,3.55
3054,1631,6678,9.37
3055,509,6038,6.15
3056,1079,10119,12.5
3057,2110,4405,2.09
3058,4604,3735,7.29
3059,5174,9071,19.66
3060,6651,5224,7.96
3061,7221,6479,14.34
3062,8698,9335,0.86
3063,9721,7780,7.33
3064,2462,8171,11.45
3065,1292,7345,11.66
3066,5387,10389,18.4
3067,173,8898,4.76
3068,4268,8801,4.81
3069,6315,9241,8.61
3070,8362,7360,0.31
3071,9385,1030,8.33
3072,10408,8955,15.49
3073,10919,5109,19.43
3074,1395,5338,9.69
3075,1496,10933,9.2
3076,5490,3919,7.62
3077,5591,9437,1.96
3078,1700,10510,8.59
3079,546,3487,5.57
3080,1994,5043,8.6
3081,4641,8802,13.3
3082,6688,10582,15.22
3083,8735,10581,9.45
3084,9758,5659,2.52
3085,1158,1159,2.86
3086,2347,4469,11.59
3087,5253,7710,14.52
3088,7300,6134,11.57
3089,1128,2647,9.09
3090,2406,6216,8.6
3091,5223,5270,1.57
3092,7270,10809,12.44
3093,1462,2169,2.18
3094,1995,10682,9.47
3095,5557,5425,0.34
3096,190,6920,1.18
3097,1354,4771,19.34
3098,4285,6110,16.89
3099,5449,6393,6.79
3100,6332,10834,17.01
3101,8379,3679,2.04
3102,9402,5774,5.76
3103,10425,9822,11.0
3104,10936,1137,17.21
3105,890,11092,8.05
3106,4985,245,18.04
3107,7032,4948,10.34
3108,9079,2795,14.09
3109,470,8569,14.73
3110,4565,4143,13.04
3111,6612,1589,15.16
3112,8659,4032,10.74
3113,9682,6662,7.65
3114,742,1287,8.62
3115,4837,8985,14.9
3116,6884,3371,5.59
3117,8931,5434,12.07
3118,2497,6140,18.98
3119,284,1001,12.05
3120,2002,8261,18.1
3121,4379,3313,15.47
3122,6426,10850,11.09
3123,8473,9428,11.46
3124,9496,3596,17.93
3125,10519,5714,17.55
3126,11030,9438,12.16
3127,396,5500,12.96
3128,4491,8432,16.89
3129,6538,10568,4.3
3130,8585,2516,9.7
3131,9608,8320,5.66
3132,10631,1917,0.24
3133,2070,6047,13.62
3134,815,8621,16.62
3135,1906,9240,13.19
3136,4910,8962,0.99
3137,6957,9237,0.06
3138,9004,5833,12.25
3139,167,5443,12.17
3140,1565,6411,1.09
3141,4262,6062,11.2
3142,6309,1835,2.9
3143,8356,2563,14.34
3144,9379,9932,6.26
3145,10402,9875,9.96
3146,10913,9220,12.97
3147,294,8413,16.71
3148,2283,10106,0.71
3149,4389,5040,3.16
3150,6436,4808,13.71
3151,8483,1472,12.09
3152,9506,6949,6.2
3153,10529,7520,8.99
3154,11040,2444,15.0
3155,2201,1014,4.11
3156,2369,8390,3.07
3157,42,5635,1.42
3158,128,9310,19.4
3159,388,3787,15.83
3160,4137,10414,6.11
3161,4223,8013,13.68
3162,4483,2881,4.86
3163,6184,4874,9.22
3164,6270,11039,11.54
3165,6530,10105,16.2
3166,8231,3626,3.99
3167,8317,208,9.91
3168,8577,4691,12.42
3169,9254,9362,6.87
3170,9340,2146,18.68
3171,9600,1011,13.05
3172,10277,11022,19.91
3173,10363,52,0.74
3174,10623,1913,14.96
3175,10788,2493,17.53
3176,10874,7904,18.44
3177,11299,5336,12.63
3178,11426,7991,13.93
3179,623,3661,11.1
3180,672,8762,5.45
3181,4718,7,3.7
3182,4767,10280,1.29
3183,6765,6116,11.11
3184,6814,1427,19.49
3185,8812,5439,10.4
3186,8861,1484,2.14
3187,694,1496,7.03
3188,4789,3941,14.33
3189,6836,5777,8.94
3190,8883,7538,0.92
3191,1648,2208,17.07
3192,1140,7493,16.11
3193,5235,92,12.49
3194,7282,1075,12.2
3195,2097,8456,19.4
3196,381,6352,18.88
3197,1269,71,4.01
3198,4476,10933,6.24
3199,5364,6823,2.59
3200,6523,8978,12.93
3201,8570,9045,2.48
3202,9593,2028,10.77
3203,10616,1626,2.29
3204,602,1507,6.66
3205,1511,2879,5.89
3206,1665,7753,12.0
3207,4697,10132,15.05
3208,6744,334,17.85
3209,8791,4157,3.8
3210,916,9229,11.54
3211,5011,4421,5.1
3212,7058,926,13.02
3213,1528,51,1.41
3214,582,3762,9.59
3215,1261,4257,9.5
3216,1577,2518,14.14
3217,4677,9521,3.15
3218,5356,2465,12.69
3219,6724,5656,12.76
3220,8771,7395,8.19
3221,9794,589,0.73
3222,967,258,0.13
3223,1025,10729,16.02
3224,2047,1247,3.15
3225,5062,5015,15.63
3226,5120,6175,8.61
3227,7109,5432,2.98
3228,7167,3129,19.17
3229,1677,10551,17.33
3230,106,5420,16.72
3231,737,8005,1.78
3232,2022,3186,3.29
3233,4201,10729,6.55
3234,4832,8290,14.85
3235,6248,5316,3.22
3236,6879,4132,7.48
3237,8295,8412,13.16
3238,8926,248,2.74
3239,9318,6879,13.6
3240,10341,6079,13.82
3241,10852,9077,0.13
3242,1207,6498,18.02
3243,5302,8376,1.22
3244,669,529,1.08
3245,2071,1415,9.47
3246,2160,10986,10.31
3247,4764,6859,10.7
3248,6811,9183,10.44
3249,8858,1490,2.07
3250,1201,1291,5.39
3251,5296,11118,3.75
3252,2482,10466,2.81
3253,43,9792,19.58
3254,2363,2841,6.79
3255,4138,10353,12.69
3256,6185,4237,0.01
3257,8232,9580,6.06
3258,9255,10366,14.99
3259,10278,10594,10.25
3260,10789,7860,19.89
3261,11300,9482,5.57
3262,11427,9287,6.77
3263,1430,2098,18.54
3264,5525,777,11.36
3265,1204,7006,8.89
3266,2302,3721,6.76
3267,5299,7640,8.39
3268,1786,418,18.58
3269,891,5924,17.5
3270,4986,8649,5.24
3271,7033,10882,2.08
3272,9080,6518,12.34
3273,363,3645,15.74
3274,4458,10585,7.92
3275,6505,1416,8.94
3276,8552,9509,18.63
3277,9575,1046,13.5
3278,10598,1040,8.84
3279,560,10344,6.45
3280,1911,9155,2.94
3281,4655,2965,17.82
3282,6702,7308,12.2
3283,8749,896,11.44
3284,9772,6877,7.49
3285,2427,212,19.42
3286,1425,8878,1.53
3287,5520,11003,14.3
3288,192,6775,17.98
3289,1147,7440,12.92
3290,1357,2496,3.66
3291,2254,2708,13.34
3292,4287,6733,0.49
3293,5242,3425,9.3
3294,5452,4470,12.27
3295,6334,9595,9.42
3296,7289,8550,8.58
3297,8381,9340,18.21
3298,9404,374,8.73
3299,10427,920,2.07
3300,10938,2994,0.7
3301,297,4084,14.62
3302,383,6155,11.46
3303,426,2292,6.21
3304,4392,10404,14.87
3305,4478,10159,6.68
3306,4521,10362,13.09
3307,6439,5317,8.52
3308,6525,7752,4.11
3309,6568,10424,1.36
3310,8486,5895,8.9
3311,8572,7062,16.78
3312,8615,3240,18.77
3313,9509,9125,5.68
3314,9595,10689,19.02
3315,9638,9707,10.19
3316,10532,10353,2.47
3317,10618,9199,15.26
3318,11043,3723,7.68
3319,1361,10189,8.54
3320,5456,4312,13.13
3321,681,1342,12.66
3322,4776,8945,2.4
3323,6823,2108,11.73
3324,8870,4051,1.22
3325,277,2361,17.56
3326,1574,8387,2.7
3327,4372,4599,13.23
3328,6419,763,7.15
3329,8466,6477,16.76
3330,9489,4925,14.0
3331,10512,1907,15.15
3332,11023,3036,1.84
3333,446,7142,18.67
3334,589,8240,18.06
3335,2093,3273,15.23
3336,4541,10280,6.71
3337,4684,10091,10.55
3338,6588,10190,19.94
3339,6731,2656,4.03
3340,8635,3252,17.12
3341,8778,4496,9.04
3342,9658,521,17.57
3343,9801,2803,12.48
3344,620,4054,19.0
3345,635,7299,8.61
3346,1096,2050,12.59
3347,4715,6629,1.8
3348,4730,7365,0.8
3349,5191,2394,19.1
3350,6762,1442,15.66
3351,6777,5848,5.59
3352,7238,9128,5.27
3353,8809,9530,9.84
3354,8824,9907,19.52
3355,2418,2326,2.34
3356,771,10658,8.77
3357,1138,3553,5.61
3358,1238,4947,7.63
3359,4866,6386,14.5
3360,5233,10053,6.85
3361,5333,16,19.6
3362,6913,9958,10.7
3363,7280,11028,7.0
3364,8960,8653,16.75
3365,267,9513,15.24
3366,2411,2738,18.87
3367,4362,10907,1.41
3368,6409,4569,16.85
3369,8456,10898,7.41
3370,9479,10162,9.11
3371,10502,5988,6.48
3372,11013,55,1.06
3373,2456,2777,1.79
3374,1384,7763,4.42
3375,2448,120,7.83
3376,5479,10295,9.04
3377,285,5381,1.25
3378,917,9578,2.34
3379,1716,38,13.31
3380,2370,3530,11.79
3381,4380,11085,4.26
3382,5012,834,14.73
3383,6427,5089,1.55
3384,7059,161,16.81
3385,8474,1766,5.45
3386,9497,9853,12.21
3387,10520,4415,3.04
3388,11031,6338,7.84
3389,887,2792,1.57
3390,4982,7129,19.35
3391,7029,10181,13.46
3392,9076,6894,1.58
3393,516,5970,8.91
3394,4611,6880,15.1
3395,6658,10228,6.63
3396,8705,10023,10.18
3397,9728,9379,13.75
3398,1415,10111,9.62
3399,5510,7557,19.05
3400,587,8068,15.36
3401,4682,7401,0.43
3402,6729,1248,9.92
3403,8776,1592,4.55
3404,9799,7894,17.28
3405,2255,2131,7.31
3406,2048,2824,3.44
3407,522,1092,19.5
3408,4617,6461,19.57
3409,6664,1670,16.3
3410,8711,6955,13.6
3411,9734,5852,11.78
3412,900,4085,1.37
3413,1960,2683,0.0
3414,4995,3087,7.74
3415,7042,1131,6.95
3416,9089,4823,2.49
3417,406,3574,4.66
3418,4501,2246,6.2
3419,6548,10505,15.82
3420,8595,1358,4.75
3421,9618,9133,7.84
3422,1262,5546,6.31
3423,1369,919,9.32
3424,5357,925,0.34
3425,5464,9295,2.52
3426,1773,1384,4.87
3427,2339,9399,9.86
3428,1491,10360,3.53
3429,5586,984,18.26
3430,699,3329,15.15
3431,2111,9891,3.46
3432,4794,2207,9.45
3433,6841,8540,8.4
3434,8888,8883,14.63
3435,1239,2906,2.24
3436,5334,8643,10.95
3437,2328,4542,7.95
3438,168,8499,12.52
3439,4263,9340,6.37
3440,6310,838,8.41
3441,8357,9741,2.33
3442,9380,10645,8.68
3443,10403,3326,3.86
3444,10914,755,15.21
3445,528,6669,14.3
3446,1379,8649,14.83
3447,4623,4168,12.98
3448,5474,1340,13.11
3449,6670,10203,12.36
3450,8717,3780,16.88
3451,9740,2233,9.43
3452,401,8413,7.31
3453,2057,6226,14.02
3454,4496,9201,0.62
3455,6543,7511,5.64
3456,8590,4276,1.51
3457,9613,2503,17.96
3458,765,9072,7.65
3459,2419,5198,3.76
3460,4860,5986,2.53
3461,6907,198,14.19
3462,8954,5512,6.95
3463,382,2808,4.37
3464,4477,3739,0.49
3465,6524,1262,9.88
3466,8571,1450,3.38
3467,9594,5059,15.32
3468,10617,5192,0.7
3469,399,8613,15.32
3470,1100,5642,4.76
3471,4494,7432,12.52
3472,5195,1410,15.1
3473,6541,4399,14.23
3474,7242,4125,14.39
3475,8588,5397,5.34
3476,9611,9783,11.91
3477,10634,3794,18.35
3478,926,6282,1.41
3479,1315,7333,1.67
3480,5021,4893,18.98
3481,5410,4723,5.52
3482,7068,1192,14.14
3483,831,2385,19.0
3484,1535,1201,13.78
3485,4926,1359,10.86
3486,6973,3876,2.26
3487,9020,5776,5.14
3488,2186,8103,17.4
3489,286,1840,4.33
3490,4381,6524,5.65
3491,6428,7266,8.35
3492,8475,1442,7.9
3493,9498,6511,14.83
3494,10521,10582,10.63
3495,11032,8941,8.48
3496,1179,7887,5.45
3497,1337,2617,7.17
3498,5274,981,7.29
3499,5432,6215,13.98
3500,7321,9107,19.92
3501,324,5841,12.73
3502,4419,6758,2.55
3503,6466,9075,13.91
3504,8513,344,1.35
3505,9536,2731,0.49
3506,10559,4289,17.08
3507,804,1278,0.23
3508,4899,7935,10.62
3509,6946,5746,19.77
3510,8993,4374,0.0
3511,2086,9139,2.13
3512,44,754,0.39
3513,1073,9960,8.33
3514,2249,4423,14.76
3515,4139,5524,5.38
3516,5168,9516,9.39
3517,6186,8701,10.03
3518,7215,1785,5.96
3519,8233,106,3.06
3520,9256,8196,4.48
3521,10279,10131,17.61
3522,10790,7459,14.21
3523,11301,6029,11.55
3524,11428,2907,11.49
3525,506,978,14.33
3526,4601,3545,8.87
3527,6648,2911,19.55
3528,8695,1142,11.61
3529,9718,6624,4.7
3530,725,4321,4.74
3531,1443,224,7.79
3532,4820,9860,5.26
3533,5538,7301,9.84
3534,6867,5469,19.63
3535,8914,4826,4.47
3536,579,9088,8.26
3537,2297,6850,16.77
3538,4674,3855,4.32
3539,6721,453,11.11
3540,8768,7283,12.13
3541,9791,781,10.61
3542,1197,4924,12.42
3543,5292,8647,0.46
3544,7339,8716,16.95
3545,1054,9883,17.97
3546,5149,9205,8.83
3547,7196,8064,6.0
3548,805,3613,14.48
3549,1084,7194,1.21
3550,4900,4030,12.59
3551,5179,687,8.39
3552,6947,10151,6.06
3553,7226,8662,19.67
3554,8994,6471,19.15
3555,1097,480,6.86
3556,5192,6514,17.96
3557,7239,8171,19.55
3558,654,7617,9.8
3559,4749,4419,10.3
3560,6796,4270,7.47
3561,8843,7982,9.32
3562,312,1971,9.76
3563,1482,10115,1.62
3564,2493,7539,2.9
3565,4407,7705,0.54
3566,5577,654,4.24
3567,6454,9826,15.6
3568,8501,2788,18.26
3569,9524,9044,6.5
3570,10547,2090,19.27
3571,705,2816,7.5
3572,4800,1304,9.2
3573,6847,10558,7.29
3574,8894,10848,15.64
3575,1226,10947,11.48
3576,1286,10231,17.5
3577,1622,6849,9.06
3578,5321,4667,14.75
3579,5381,4779,18.69
3580,1110,4287,2.44
3581,5205,5065,18.18
3582,7252,2011,3.51
3583,816,3745,3.12
3584,2225,8557,7.56
3585,4911,6490,15.64
3586,6958,1777,9.05
3587,9005,8729,11.29
3588,1964,5209,12.95
3589,1712,9281,4.55
3590,932,7074,9.92
3591,5027,6362,7.43
3592,7074,1574,11.86
3593,268,6029,18.59
3594,600,248,6.45
3595,4363,6074,15.24
3596,4695,1914,11.48
3597,6410,3951,1.05
3598,6742,2202,16.63
3599,8457,6276,6.51
3600,8789,10416,14.08
3601,9480,7907,8.84
3602,9812,858,1.2
3603,10503,767,3.28
3604,11014,6835,11.58
3605,235,575,10.43
3606,645,5036,13.97
3607,4330,1496,11.53
3608,4740,5344,13.43
3609,6377,10187,11.28
3610,6787,807,13.42
3611,8424,1523,13.44
3612,8834,10555,14.55
3613,9447,8813,15.55
3614,10470,5685,4.45
3615,10981,6443,4.56
3616,121,4484,6.61
3617,4216,4949,4.64
3618,6263,9174,8.54
3619,8310,7373,0.63
3620,9333,1893,15.11
3621,10356,2986,1.49
3622,10867,6317,12.3
3623,347,4129,0.22
3624,2219,10471,13.46
3625,4442,6020,13.73
3626,6489,9011,19.79
3627,8536,5770,12.47
3628,9559,6265,18.88
3629,10582,341,6.42
3630,295,5720,12.14
3631,4390,5475,12.8
3632,6437,8044,13.91
3633,8484,3421,9.02
3634,9507,3716,6.32
3635,10530,6430,18.83
3636,11041,10843,0.96
3637,31,3513,8.7
3638,4126,2537,16.69
3639,6173,5447,18.87
3640,8220,2778,8.34
3641,9243,3751,8.68
3642,10266,1755,9.75
3643,10777,10717,7.08
3644,11288,9808,6.9
3645,11415,890,7.3
3646,115,6508,16.59
3647,1597,4373,9.53
3648,4210,2260,11.72
3649,6257,3571,16.93
3650,8304,3012,16.26
3651,9327,2823,16.58
3652,10350,4283,8.74
3653,10861,336,16.8
3654,81,1214,0.51
3655,369,8913,18.56
3656,744,2648,8.1
3657,4176,3475,6.91
3658,4464,8803,18.38
3659,4839,2473,7.08
3660,6223,1139,9.0
3661,6511,10501,7.37
3662,6886,121,18.97
3663,8270,7912,14.19
3664,8558,4601,18.79
3665,8933,5088,9.35
3666,9293,10747,8.54
3667,9581,2637,18.08
3668,10316,9006,6.7
3669,10604,2735,4.49
3670,10827,4287,5.06
3671,11338,1206,15.67
3672,822,6584,12.17
3673,1222,2971,10.19
3674,4917,8318,4.18
3675,5317,8919,7.63
3676,6964,5589,7.35
3677,9011,3668,10.92
3678,862,8253,1.41
3679,4957,1410,8.45
3680,7004,8142,7.83
3681,9051,8486,12.77
3682,670,10067,12.16
3683,2275,3630,16.13
3684,4765,613,17.1
3685,6812,1230,19.74
3686,8859,6725,1.21
3687,1853,5439,5.26
3688,673,9440,9.06
3689,4768,8018,4.87
3690,6815,622,10.98
3691,8862,6414,4.72
3692,139,5002,10.81
3693,1887,3927,2.87
3694,2280,7330,17.27
3695,4234,3796,2.3
3696,6281,6141,8.29
3697,8328,4631,16.76
3698,9351,10465,3.78
3699,10374,1378,1.04
3700,10885,9885,5.72
3701,442,8520,19.4
3702,2288,6154,17.11
3703,4537,6866,10.39
3704,6584,8310,3.51
3705,8631,7084,13.14
3706,9654,4173,18.08
3707,641,4400,5.3
3708,882,1540,17.94
3709,2078,775,13.15
3710,4736,864,8.32
3711,4977,9430,19.79
3712,6783,4497,1.05
3713,7024,565,1.91
3714,8830,3633,6.91
3715,9071,8312,13.98
3716,1316,2837,3.54
3717,5411,1340,1.42
3718,169,11056,15.1
3719,4264,8846,14.19
3720,6311,1816,13.74
3721,8358,10508,13.24
3722,9381,5292,7.86
3723,10404,5980,10.17
3724,10915,10345,2.47
3725,2230,9219,15.44
3726,2215,4172,11.17
3727,2316,7421,13.2
3728,1938,3319,10.23
3729,2161,7386,15.68
3730,720,10322,5.74
3731,1385,7250,7.94
3732,1458,348,19.29
3733,4815,8108,15.01
3734,5480,6288,11.49
3735,5553,1984,3.34
3736,6862,3352,0.09
3737,8909,1331,11.68
3738,2402,6240,1.04
3739,2220,6436,14.71
3740,154,10493,10.17
3741,4249,7925,0.73
3742,6296,505,2.35
3743,8343,5016,18.04
3744,9366,1753,1.64
3745,10389,10417,8.72
3746,10900,4121,10.88
3747,2151,6786,8.34
3748,1066,2835,0.46
3749,5161,3904,13.71
3750,7208,4162,16.28
3751,621,10557,6.03
3752,1733,7356,8.02
3753,4716,250,18.17
3754,6763,5301,13.11
3755,8810,9446,5.56
3756,523,9386,7.67
3757,4618,4311,15.72
3758,6665,8552,9.69
3759,8712,1298,2.59
3760,9735,3313,2.0
3761,1169,6758,14.73
3762,5264,9568,1.81
3763,7311,9710,1.84
3764,332,9356,18.58
3765,903,1373,16.59
3766,1309,8637,7.87
3767,1627,7101,0.22
3768,4427,1558,13.34
3769,4998,10192,11.57
3770,5404,1604,19.7
3771,6474,5492,10.24
3772,7045,897,17.32
3773,8521,991,16.93
3774,9544,10753,5.84
3775,10567,6239,18.55
3776,849,10642,19.98
3777,4944,1403,12.66
3778,6991,8751,0.67
3779,9038,8997,18.84
