order_id,order_date,customer_id,shipping_method_id,dest_address_id
1469,2024-04-05 04:01:08,26,1,440
1470,2024-02-20 19:05:43,617,4,440
1471,2024-10-11 05:06:58,628,4,440
1472,2023-01-09 11:49:12,1477,2,440
1473,2022-12-01 01:00:43,1559,2,440
1474,2024-08-28 23:19:11,189,1,441
1475,2022-10-15 16:26:34,486,4,441
1476,2022-07-07 21:00:24,591,1,441
1477,2022-03-03 01:37:02,1331,2,441
1478,2024-01-11 00:08:33,1452,2,441
1479,2023-07-01 02:37:28,1476,3,441
1480,2023-08-30 15:03:28,281,2,442
1481,2022-08-05 12:57:06,318,3,442
1482,2024-10-17 05:02:14,924,1,442
1483,2022-04-01 17:36:48,1304,4,442
1484,2023-01-18 15:47:44,276,3,443
1485,2022-03-01 12:04:11,1946,4,443
1486,2022-02-22 05:38:12,60,4,444
1487,2023-09-25 12:56:41,115,2,444
1488,2024-02-13 17:41:43,132,4,444
1489,2023-02-28 18:10:50,427,2,444
1490,2022-06-18 08:38:55,474,1,444
1491,2023-10-18 15:10:18,893,2,444
1492,2022-06-17 08:53:59,1025,4,444
1493,2024-01-10 23:01:23,1117,3,445
1494,2023-11-15 11:48:48,1568,4,445
1495,2024-10-24 07:43:12,301,3,447
1496,2023-02-08 06:50:07,809,4,447
1497,2024-02-22 02:51:55,1477,4,447
1498,2023-04-02 07:23:50,1920,1,447
1499,2023-12-13 09:14:06,1934,1,447
1500,2024-04-05 03:21:54,196,1,448
1501,2023-11-22 19:17:36,311,3,448
1502,2023-02-04 14:45:36,645,4,448
1503,2023-04-02 01:16:33,1176,1,448
1504,2024-05-14 01:52:29,1487,2,448
1505,2023-03-20 14:36:39,1838,3,448
1506,2024-04-07 11:12:22,678,2,449
1507,2024-08-12 23:53:40,1006,2,449
1508,2024-10-15 07:36:53,619,4,450
1509,2024-12-09 16:06:15,684,3,450
1510,2023-04-06 11:55:20,732,2,450
1511,2022-12-24 00:03:28,844,2,450
1512,2023-09-17 04:16:22,1187,3,450
1513,2022-03-03 23:08:12,1719,3,450
1514,2022-04-26 07:36:48,1760,1,450
1515,2023-12-15 22:53:49,1057,1,451
1516,2023-10-20 20:59:57,1084,3,451
1517,2024-02-14 15:23:03,1105,2,451
1518,2022-08-01 21:46:48,1951,4,451
1519,2023-06-19 01:50:13,1372,3,452
1520,2024-01-12 21:21:29,239,4,453
1521,2023-12-06 19:44:42,969,1,453
1522,2022-11-17 05:24:18,988,1,453
1523,2024-10-08 11:27:49,1345,1,453
1524,2022-03-28 15:38:09,1413,4,454
1525,2023-01-19 16:23:00,1998,3,454
1526,2022-04-26 17:02:04,597,3,455
1527,2022-01-16 22:40:46,763,3,455
1528,2023-06-17 04:04:21,846,2,455
1529,2022-10-16 07:44:08,1256,2,455
1530,2024-05-14 04:47:54,1408,1,455
1531,2024-05-10 12:01:11,29,3,456
1532,2021-12-19 07:39:56,94,2,456
1533,2024-08-08 03:56:39,285,2,457
1534,2024-04-02 20:25:16,723,1,457
1535,2023-11-20 06:58:50,906,1,457
1536,2023-01-08 11:18:40,25,4,458
1537,2024-11-23 22:33:36,1203,3,458
1538,2023-05-15 05:18:51,1254,2,458
1539,2022-05-20 08:24:17,70,4,459
1540,2023-06-05 06:20:17,341,1,459
1541,2022-02-16 11:15:10,795,2,459
1542,2024-01-27 03:13:58,1104,1,459
1543,2024-09-10 22:37:27,1917,4,459
1544,2022-01-21 07:14:11,146,2,460
1545,2023-04-11 20:21:00,1510,4,460
1546,2022-03-25 23:59:44,1638,4,460
1547,2024-05-13 23:14:22,1672,3,460
1548,2023-05-21 00:03:55,1214,3,461
1549,2024-06-18 22:33:29,1562,3,461
1550,2023-11-16 10:29:26,1350,1,462
1551,2023-12-02 10:46:18,1505,2,462
1552,2024-01-25 04:43:08,1578,1,462
1553,2023-06-21 07:11:17,753,1,463
1554,2022-10-20 12:34:36,1267,4,463
1555,2024-06-25 20:44:13,722,1,464
1556,2023-06-23 07:17:19,1927,4,464
1557,2022-02-21 14:19:31,287,1,465
1558,2023-11-23 05:03:24,445,3,465
1559,2024-03-10 05:37:28,573,2,465
1560,2023-01-16 03:49:42,1353,2,465
1561,2022-07-25 12:35:24,1654,4,465
1562,2023-10-22 03:13:55,101,1,466
1563,2024-09-21 10:34:07,118,1,466
1564,2021-12-29 18:11:24,255,1,466
1565,2024-11-04 00:58:02,831,3,466
1566,2022-07-28 13:08:28,1940,1,466
1567,2022-09-28 15:27:08,370,1,467
1568,2022-06-05 21:47:38,1653,1,467
1569,2023-12-04 01:29:17,425,1,468
1570,2022-03-08 14:36:05,1035,1,468
1571,2023-08-21 14:30:36,55,1,469
1572,2021-12-12 14:45:03,454,4,469
1573,2024-09-25 20:09:04,564,4,469
1574,2023-12-15 00:35:07,871,4,469
1575,2022-12-20 12:14:07,1582,3,469
1576,2023-04-21 01:40:29,1609,1,469
1577,2023-06-30 08:10:36,847,3,470
1578,2024-02-26 10:45:39,1086,1,470
1579,2022-12-22 01:20:25,1267,1,471
1580,2024-07-27 15:05:29,207,3,472
1581,2023-08-03 01:08:43,1208,3,472
1582,2023-06-24 20:24:44,257,3,473
1583,2024-04-21 08:00:02,436,4,473
1584,2022-12-19 06:46:19,676,3,473
1585,2023-01-27 23:08:08,1961,4,473
1586,2022-03-14 09:06:15,488,3,474
1587,2022-08-02 03:14:02,1177,4,474
1588,2022-10-16 17:58:43,638,1,475
1589,2023-04-04 14:57:51,184,2,476
1590,2024-03-26 16:58:58,1359,1,476
1591,2023-08-20 10:28:12,93,1,477
1592,2024-05-31 12:33:28,1124,3,477
1593,2023-08-30 14:50:37,1126,2,477
1594,2023-04-28 15:28:47,325,3,478
1595,2023-08-25 06:59:44,757,2,478
1596,2023-11-18 08:04:18,492,4,479
1597,2022-05-20 08:52:36,939,4,479
1598,2024-10-23 14:29:09,160,2,480
1599,2024-06-25 17:48:54,1206,2,480
1600,2023-05-15 06:35:16,1537,2,480
1601,2023-02-11 03:18:29,143,3,481
1602,2022-04-24 18:02:11,1053,1,481
1603,2024-05-21 15:23:29,1636,2,481
1604,2023-01-19 00:34:54,290,4,482
1605,2023-12-05 07:00:08,528,1,482
1606,2022-08-24 22:16:53,549,2,482
1607,2023-06-03 14:48:10,572,2,482
1608,2022-08-29 23:11:38,774,2,482
1609,2022-03-28 09:55:56,1595,1,482
1610,2024-01-14 18:26:28,1259,4,483
1611,2023-01-25 11:28:03,1707,2,483
1612,2024-05-31 18:23:00,986,3,484
1613,2022-10-11 20:32:58,1534,3,484
1614,2024-07-06 23:27:56,356,3,485
1615,2024-04-07 11:22:27,361,4,485
1616,2024-12-01 19:23:41,1337,1,485
1617,2024-07-22 16:36:10,1569,4,485
1618,2023-10-21 11:22:34,180,1,486
1619,2024-09-25 09:11:44,201,1,486
1620,2022-03-20 14:48:16,389,4,486
1621,2022-12-15 21:00:00,563,3,486
1622,2023-09-14 16:13:59,926,1,486
1623,2022-03-29 13:53:59,1387,2,486
1624,2023-09-17 12:28:28,1729,4,486
1625,2022-10-31 06:23:17,275,1,487
1626,2022-11-13 23:34:44,1562,4,487
1627,2022-07-03 20:58:47,967,1,488
1628,2024-03-27 08:52:37,1543,4,488
1629,2024-06-10 18:19:14,1822,3,488
1630,2024-10-08 18:40:25,190,4,489
1631,2023-02-28 12:23:10,804,3,490
1632,2022-07-31 09:44:48,1268,4,490
1633,2023-01-16 16:11:02,504,4,492
1634,2022-01-31 18:14:47,1261,2,492
1635,2023-09-11 23:30:15,1829,3,492
1636,2023-12-11 08:49:56,1294,3,493
1637,2023-02-22 18:44:59,1608,2,493
1638,2023-09-27 03:13:52,1753,3,493
1639,2024-03-10 03:06:57,186,1,494
1640,2024-06-10 20:35:37,1412,2,494
1641,2022-03-15 17:42:30,1737,3,494
1642,2022-04-30 21:35:36,202,1,495
1643,2023-11-27 01:22:15,240,1,495
1644,2022-09-15 14:10:49,1145,2,495
1645,2024-10-01 07:33:45,1174,3,496
1646,2023-05-30 06:32:14,780,4,497
1647,2024-06-26 22:37:06,781,4,497
1648,2024-01-24 01:23:23,838,3,497
1649,2024-04-17 05:18:38,1519,1,497
1650,2023-06-30 06:51:58,1758,3,497
1651,2024-03-22 01:08:13,1980,4,497
1652,2024-04-02 22:16:51,486,1,498
1653,2024-04-26 19:34:37,678,3,498
1654,2022-04-09 17:54:24,970,4,498
1655,2024-09-27 10:30:30,1819,2,498
1656,2024-02-15 04:58:12,777,4,499
1657,2023-03-02 14:19:57,1341,2,499
1658,2022-07-10 02:03:31,730,1,500
1659,2024-11-17 20:35:39,1792,4,500
1660,2024-07-19 03:14:18,1565,1,501
1661,2023-12-18 10:39:06,1968,1,501
1662,2024-11-02 19:42:44,90,3,502
1663,2022-10-15 05:08:20,1903,4,502
1664,2023-11-13 06:42:05,49,1,503
1665,2023-11-11 23:33:04,844,3,503
1666,2023-01-29 17:38:04,1162,2,503
1667,2023-03-18 17:34:04,1888,2,503
1668,2023-10-07 21:33:05,332,3,504
1669,2024-02-28 01:50:29,403,1,504
1670,2023-08-08 23:29:42,993,2,504
1671,2024-07-01 12:18:36,1709,1,504
1672,2022-07-23 12:54:37,714,1,505
1673,2022-07-30 04:58:49,715,1,505
1674,2022-05-28 16:54:15,1810,3,505
1675,2021-12-27 02:49:55,1877,2,505
1676,2024-08-01 12:08:33,1580,2,506
1677,2023-09-19 03:41:48,849,4,507
1678,2022-10-23 23:25:29,1256,3,507
1679,2022-06-13 18:16:31,1261,2,507
1680,2023-09-16 06:52:59,1757,4,507
1681,2023-11-21 04:46:27,1982,1,507
1682,2021-12-27 19:14:06,557,4,508
1683,2023-04-09 00:58:19,632,1,508
1684,2022-09-09 03:49:41,1212,3,508
1685,2024-02-20 06:27:27,1217,4,508
1686,2023-11-27 06:43:00,1433,1,508
1687,2024-06-07 11:58:24,1745,1,508
1688,2024-08-02 13:31:06,333,1,509
1689,2022-09-28 19:33:36,511,1,509
1690,2022-04-16 00:26:50,1913,2,509
1691,2024-04-08 14:56:00,530,4,510
1692,2024-01-10 06:10:50,1836,3,510
1693,2022-07-13 21:30:11,1876,2,510
1694,2023-05-07 07:24:23,1910,2,510
1695,2022-04-11 09:40:12,752,4,511
1696,2024-08-04 11:32:48,969,3,511
1697,2024-04-10 02:49:41,1244,4,511
1698,2024-05-09 12:17:11,79,1,512
1699,2022-10-03 06:27:44,573,2,512
1700,2024-08-13 02:40:45,811,1,512
1701,2023-05-31 07:13:14,1579,1,512
1702,2022-10-03 07:32:57,1777,2,512
1703,2024-02-08 20:55:34,1173,4,513
1704,2022-09-19 08:07:34,1601,4,513
1705,2023-02-16 04:32:00,1688,1,513
1706,2022-06-11 03:28:32,1735,4,513
1707,2023-09-24 15:42:22,1964,3,513
1708,2024-05-21 17:36:48,368,4,514
1709,2022-04-14 15:46:09,378,4,514
1710,2024-05-19 11:34:01,577,3,514
1711,2023-03-09 20:19:22,1106,1,514
1712,2023-07-29 08:30:19,931,1,516
1713,2023-09-15 17:10:14,1271,3,516
1714,2022-09-26 00:10:05,1600,4,516
1715,2024-01-29 07:07:53,7,3,517
1716,2022-05-07 04:27:22,880,1,517
1717,2022-05-09 10:57:38,1276,1,517
1718,2023-01-21 14:37:06,1527,1,517
1719,2024-05-21 01:34:32,49,4,518
1720,2022-04-26 08:50:43,1082,3,518
1721,2022-01-04 00:21:15,1365,3,519
1722,2022-10-17 13:35:48,1397,2,521
1723,2022-06-25 05:37:24,2000,4,521
1724,2024-06-17 22:56:47,13,1,522
1725,2022-12-15 15:50:49,198,1,522
1726,2024-06-18 13:02:45,457,1,522
1727,2024-09-15 23:43:29,154,1,523
1728,2024-10-12 11:49:42,1015,1,523
1729,2023-12-16 01:41:22,1650,2,523
1730,2022-08-12 12:07:14,31,4,524
1731,2022-07-05 13:33:37,366,3,524
1732,2023-08-18 19:02:00,660,2,524
1733,2024-11-12 14:03:58,964,3,524
1734,2023-04-18 14:25:50,1178,3,524
1735,2024-04-10 18:03:28,1200,2,524
1736,2024-01-27 11:41:42,328,2,525
1737,2023-05-18 02:09:36,1030,4,525
1738,2023-12-18 22:15:39,1284,2,525
1739,2023-06-03 09:59:26,489,3,526
1740,2022-10-16 03:56:38,609,3,526
1741,2024-09-11 23:29:44,739,2,526
1742,2024-08-24 17:23:36,1800,1,526
1743,2024-07-07 13:29:11,444,2,527
1744,2022-06-17 18:10:34,1866,4,527
1745,2023-07-25 22:26:26,1979,4,527
1746,2024-01-24 13:15:34,545,3,528
1747,2023-08-18 16:26:18,759,1,528
1748,2022-11-09 15:28:03,1112,4,528
1749,2024-02-03 16:24:37,497,4,529
1750,2024-07-10 19:03:40,1331,2,529
1751,2024-08-19 12:56:37,1583,3,529
1752,2022-10-21 16:51:15,1806,4,529
1753,2023-01-23 02:12:33,772,4,530
1754,2023-05-23 00:45:40,1226,4,530
1755,2024-04-30 09:03:09,1414,1,530
1756,2024-03-30 11:37:15,385,3,531
1757,2023-03-04 09:47:47,423,4,531
1758,2024-07-10 00:01:11,1143,4,531
1759,2023-11-19 22:40:54,1283,3,531
1760,2023-08-01 13:14:56,989,4,532
1761,2023-08-01 14:04:10,404,4,533
1762,2023-04-22 18:32:59,618,4,533
1763,2024-01-22 00:17:51,740,1,533
1764,2022-10-26 21:10:38,522,1,534
1765,2022-07-10 06:09:53,710,2,534
1766,2022-01-06 13:00:28,435,2,535
1767,2024-01-29 14:08:22,791,1,535
1768,2022-10-31 22:03:09,1418,1,535
1769,2022-08-06 18:13:09,1632,2,535
1770,2023-04-28 18:09:56,454,3,536
1771,2024-03-29 03:38:55,1233,2,536
1772,2023-03-02 16:18:33,1676,3,536
1773,2024-06-19 03:30:33,892,1,537
1774,2022-11-04 06:22:03,1192,2,537
1775,2022-04-13 07:52:16,1299,1,537
1776,2023-03-26 10:43:02,1405,1,537
1777,2022-05-10 03:15:37,1549,4,537
1778,2024-02-14 03:57:58,211,2,539
1779,2023-08-06 12:29:13,308,4,539
1780,2024-09-18 00:01:44,1332,3,539
1781,2023-09-14 22:38:23,45,4,540
1782,2024-06-02 12:22:07,1237,1,540
1783,2023-02-19 21:43:14,1216,2,541
1784,2022-04-18 03:50:46,1292,2,541
1785,2023-10-30 12:03:57,1923,3,541
1786,2024-08-01 17:06:33,858,3,542
1787,2022-02-23 14:57:23,1097,3,542
1788,2023-01-02 00:39:46,1163,1,542
1789,2022-03-19 12:27:27,503,1,543
1790,2023-06-29 05:12:08,302,2,544
1791,2024-11-24 01:11:54,330,1,544
1792,2022-02-20 14:25:14,585,1,544
1793,2023-01-10 13:40:59,1065,4,544
1794,2022-09-25 00:39:52,1173,4,544
1795,2024-02-22 23:56:59,1200,3,544
1796,2023-08-28 07:32:26,1241,1,544
1797,2022-08-19 14:11:40,334,1,545
1798,2022-08-02 00:18:21,971,2,545
1799,2024-11-18 12:31:54,1066,2,545
1800,2024-01-07 09:49:30,1394,3,545
1801,2022-11-11 16:21:44,1501,2,545
1802,2023-09-14 20:55:52,1929,1,545
1803,2023-02-04 00:54:26,551,3,546
1804,2024-12-01 11:19:55,1607,2,546
1805,2023-02-08 05:36:45,1727,1,546
1806,2023-03-14 19:07:38,144,3,547
1807,2023-04-30 15:22:47,1577,3,547
1808,2024-11-29 14:32:41,81,4,548
1809,2023-11-24 08:24:22,97,1,548
1810,2023-04-18 19:17:10,249,2,548
1811,2024-01-08 17:15:15,1587,2,548
1812,2022-03-24 00:43:45,1613,2,548
1813,2023-07-24 17:02:20,1847,4,548
1814,2023-02-11 19:39:04,357,1,549
1815,2023-08-11 18:29:37,1985,1,549
1816,2022-01-17 20:59:45,1114,3,550
1817,2023-11-13 06:57:04,1962,4,550
1818,2024-07-12 05:35:01,745,1,551
1819,2023-09-28 10:00:01,1250,3,551
1820,2023-10-17 10:13:47,518,2,552
1821,2022-11-17 22:50:00,1505,2,552
1822,2023-01-19 20:14:34,56,1,553
1823,2022-07-20 01:35:09,766,3,553
1824,2023-06-07 06:25:07,1487,4,553
1825,2023-09-26 02:09:22,1621,3,554
1826,2024-07-22 21:40:22,121,3,555
1827,2022-06-26 22:51:00,397,1,555
1828,2023-08-31 13:34:12,694,3,555
1829,2022-09-29 18:39:18,1723,4,555
1830,2024-08-24 06:47:16,477,4,556
1831,2024-01-29 23:32:54,658,3,556
1832,2023-03-01 16:48:03,1457,4,556
1833,2022-11-16 01:45:18,681,4,557
1834,2022-08-14 16:36:40,1382,3,557
1835,2023-05-13 02:17:30,27,4,558
1836,2024-10-16 04:30:51,215,2,558
1837,2024-04-11 07:37:08,799,3,558
1838,2022-08-16 22:36:24,1054,4,558
1839,2022-11-06 15:25:47,163,1,559
1840,2023-12-24 08:10:47,292,2,559
1841,2022-06-13 07:01:15,653,1,559
1842,2022-03-04 02:15:05,1406,2,559
1843,2024-09-07 18:03:39,1408,2,559
1844,2024-01-02 01:22:10,197,3,560
1845,2024-05-08 21:56:41,1222,1,561
1846,2022-03-02 11:06:00,1251,2,561
1847,2022-06-14 03:52:15,1618,1,561
1848,2023-07-15 12:07:11,241,4,562
1849,2023-08-11 17:54:39,1312,4,562
1850,2024-04-03 05:42:13,1483,2,562
1851,2023-11-04 09:38:46,144,3,563
1852,2022-03-09 02:24:57,505,4,563
1853,2024-05-23 21:33:34,944,3,563
1854,2024-04-25 18:21:42,1341,2,563
1855,2023-12-17 01:18:32,1380,2,563
1856,2023-11-06 18:05:19,1456,2,563
1857,2021-12-22 10:22:37,3,3,564
1858,2023-05-07 00:50:27,347,3,564
1859,2024-04-11 09:03:27,432,2,564
1860,2023-08-26 11:00:00,440,4,564
1861,2024-05-04 21:57:28,494,2,564
1862,2022-02-16 20:40:15,1564,4,564
1863,2024-11-02 17:35:59,1665,4,564
1864,2024-04-16 18:49:48,282,2,565
1865,2022-06-23 21:50:44,1606,3,565
1866,2022-11-25 20:04:14,1801,3,565
1867,2023-04-24 07:12:11,1931,1,565
1868,2024-04-08 18:42:01,447,3,566
1869,2023-10-30 16:56:57,1164,1,566
1870,2024-10-20 00:12:19,1891,1,566
1871,2023-04-09 09:50:01,1060,2,567
1872,2024-05-18 07:27:49,1392,4,567
1873,2023-04-03 19:46:45,343,2,568
1874,2024-11-25 11:06:30,721,1,568
1875,2024-05-04 23:31:17,1262,4,568
1876,2022-11-12 01:24:09,1571,4,568
1877,2023-10-19 21:25:50,1133,1,569
1878,2024-11-27 01:02:02,32,2,570
1879,2022-07-08 09:14:31,705,4,570
1880,2024-02-15 12:45:58,1026,3,570
1881,2022-03-17 05:51:11,1621,4,570
1882,2022-04-11 10:47:05,1639,3,570
1883,2022-11-08 22:42:35,102,2,571
1884,2024-03-29 12:53:39,1033,4,571
1885,2024-05-25 07:04:35,1234,3,572
1886,2023-11-11 08:52:47,1886,1,573
1887,2024-04-05 23:29:59,946,4,574
1888,2024-09-21 21:02:57,125,3,575
1889,2023-11-26 10:54:38,448,1,575
1890,2022-02-06 08:19:59,984,1,575
1891,2022-04-02 02:36:33,1013,1,575
1892,2023-04-30 13:02:54,1140,3,575
1893,2024-06-15 22:54:44,1293,1,575
1894,2024-03-22 20:22:05,1495,4,576
1895,2024-08-16 03:15:24,53,1,577
1896,2022-05-04 13:02:17,378,3,577
1897,2023-04-15 16:53:10,560,4,577
1898,2022-11-20 01:58:07,1489,4,577
1899,2024-09-18 19:54:10,45,4,579
1900,2024-02-22 14:54:34,64,3,579
1901,2023-10-06 22:37:39,801,1,579
1902,2024-09-13 22:12:42,1306,1,579
1903,2021-12-23 16:50:45,1348,1,579
1904,2024-09-17 14:38:18,1494,4,579
1905,2023-04-02 20:59:33,661,3,580
1906,2024-11-01 17:35:14,830,3,580
1907,2023-02-17 15:41:45,1724,2,580
1908,2024-06-03 10:24:32,1844,3,580
1909,2022-05-06 22:59:02,222,2,581
1910,2022-03-25 21:29:13,337,3,581
1911,2023-09-28 23:52:07,861,1,581
1912,2023-07-09 10:35:42,970,4,581
1913,2023-08-30 00:57:41,1195,1,581
1914,2022-05-11 09:23:12,1339,3,581
1915,2023-04-29 16:10:03,1465,4,581
1916,2023-06-11 21:10:39,136,1,582
1917,2022-12-25 07:20:10,1956,1,582
1918,2022-02-21 11:15:41,1441,1,583
1919,2022-04-29 18:25:06,1612,4,583
1920,2024-05-23 23:04:03,1996,1,583
1921,2023-01-17 22:59:30,1296,1,584
1922,2023-10-25 03:42:27,1321,3,585
1923,2023-07-13 21:59:27,1779,1,586
1924,2023-04-01 14:55:52,104,1,587
1925,2023-06-02 04:14:47,392,4,587
1926,2023-03-03 08:46:43,970,2,587
1927,2022-12-03 23:02:53,1644,4,587
1928,2023-07-05 13:22:55,51,3,588
1929,2024-10-30 13:17:49,142,1,588
1930,2023-09-16 02:40:47,172,3,588
1931,2023-06-07 17:42:59,175,2,588
1932,2022-04-30 14:58:03,1716,3,588
1933,2024-10-25 19:24:40,37,3,589
1934,2022-02-01 08:34:44,124,4,589
1935,2022-09-30 02:46:13,369,4,589
1936,2023-11-15 13:53:53,371,1,589
1937,2024-05-09 13:36:17,402,4,589
1938,2023-05-16 03:52:50,953,1,589
1939,2024-04-27 13:45:39,1000,3,589
1940,2024-04-08 01:00:23,1809,2,589
1941,2023-09-08 05:44:58,277,4,591
1942,2022-02-02 18:39:26,741,1,591
1943,2024-01-07 05:12:47,1019,4,591
1944,2023-12-30 17:36:25,1031,1,592
1945,2024-04-05 14:05:15,1191,1,592
1946,2023-06-28 03:40:37,1774,2,593
1947,2024-05-25 05:32:54,410,4,594
1948,2024-08-24 14:48:05,1366,3,594
1949,2024-03-20 05:45:44,1567,1,594
1950,2022-10-09 14:44:48,1702,2,594
1951,2023-03-10 02:48:07,319,4,595
1952,2023-01-31 06:59:27,325,2,595
1953,2023-05-19 02:05:00,628,1,595
1954,2023-12-03 15:08:13,1551,1,595
1955,2022-08-07 19:19:41,46,2,596
1956,2022-07-28 05:28:29,1879,3,596
1957,2024-12-03 16:32:27,359,1,597
1958,2024-12-03 15:28:43,758,1,597
1959,2024-09-23 15:41:51,614,2,598
1960,2024-01-14 05:25:11,889,3,598
1961,2024-08-05 00:10:08,1591,4,598
1962,2023-06-14 16:54:19,1915,1,598
1963,2023-09-14 22:09:20,142,3,599
1964,2023-10-17 19:16:51,930,2,599
1965,2023-03-26 13:24:34,1582,4,599
1966,2023-09-26 23:43:29,1799,3,599
1967,2023-05-26 08:33:34,371,4,600
1968,2024-05-31 11:34:43,507,1,600
1969,2022-10-13 13:26:08,1640,2,600
1970,2024-08-10 21:32:22,1900,1,600
1971,2023-01-16 14:48:25,465,3,601
1972,2024-10-18 05:56:49,1069,2,601
1973,2024-04-03 18:12:26,1298,3,601
1974,2022-03-07 18:53:16,1315,2,601
1975,2023-08-05 17:28:40,1380,4,601
1976,2024-02-21 08:33:45,113,3,602
1977,2024-10-22 19:51:45,137,3,602
1978,2023-08-13 02:47:45,347,3,602
1979,2024-11-07 08:49:54,559,1,602
1980,2023-03-01 13:06:56,762,3,602
1981,2024-11-25 16:11:04,996,2,602
1982,2022-03-05 11:56:22,1771,2,602
1983,2023-08-28 23:39:46,1845,4,602
1984,2022-05-29 20:36:52,1704,4,603
1985,2024-04-24 01:10:46,197,4,604
1986,2023-09-30 19:21:26,1303,3,604
1987,2022-11-14 11:38:46,1550,3,604
1988,2023-04-13 13:32:01,1823,3,604
1989,2023-12-28 22:47:48,133,4,605
1990,2024-10-16 13:48:27,299,4,605
1991,2024-08-17 23:38:45,1073,4,605
1992,2023-04-25 03:28:41,1749,4,605
1993,2023-10-02 11:44:43,607,3,606
1994,2022-12-15 14:19:46,813,3,606
1995,2024-11-09 13:01:46,817,2,606
1996,2023-03-17 13:03:54,1590,4,606
1997,2022-09-07 01:26:49,1844,1,606
1998,2024-07-31 20:22:40,1986,2,606
1999,2023-06-03 04:37:56,1759,2,607
2000,2023-03-17 15:05:06,1830,3,607
2001,2023-08-22 19:23:59,318,2,608
2002,2024-10-14 07:18:11,824,2,608
2003,2024-09-02 02:38:09,1710,1,608
2004,2024-02-26 22:49:36,1171,4,609
2005,2024-05-26 16:27:23,1683,4,609
2006,2024-09-17 01:42:17,1720,3,609
2007,2022-05-27 18:45:21,429,2,610
2008,2023-09-16 19:29:35,1053,4,610
2009,2024-05-02 00:02:19,1410,2,610
2010,2024-06-13 07:46:23,1684,4,610
2011,2024-01-10 17:48:41,1438,2,611
2012,2023-12-08 18:55:52,1913,4,611
2013,2023-01-12 21:51:59,162,2,612
2014,2024-09-02 19:33:20,515,2,612
2015,2021-12-25 21:13:47,1536,1,612
2016,2022-02-07 01:50:31,1884,1,612
2017,2024-07-24 02:24:02,1946,1,612
2018,2022-03-30 19:30:23,103,2,613
2019,2022-01-18 03:29:37,1469,4,613
2020,2024-03-08 01:17:34,1853,4,613
2021,2024-07-19 07:35:39,620,2,614
2022,2024-04-03 03:07:43,850,1,614
2023,2024-05-22 05:34:15,1067,2,614
2024,2023-08-03 20:09:48,1797,1,614
2025,2022-02-27 11:26:30,1856,2,614
2026,2023-03-06 02:23:39,233,3,615
2027,2022-05-27 04:59:11,1791,3,615
2028,2022-07-06 15:40:06,1974,1,615
2029,2022-08-05 03:17:41,1207,4,616
2030,2023-02-17 08:03:25,1215,3,616
2031,2023-08-13 17:54:19,1358,2,616
2032,2022-01-05 18:09:33,1447,1,616
2033,2023-03-10 06:21:06,1506,3,616
2034,2023-12-01 19:43:15,1617,4,616
2035,2024-03-23 20:00:15,262,3,617
2036,2023-07-16 01:04:08,545,2,617
2037,2022-08-23 22:44:38,1439,3,617
2038,2023-11-17 04:59:15,1601,1,617
2039,2022-05-11 00:32:37,1886,4,617
2040,2024-05-09 03:54:55,571,3,618
2041,2021-12-31 11:58:07,1229,4,618
2042,2022-04-09 14:38:38,1421,1,618
2043,2024-08-16 16:59:21,670,1,619
2044,2021-12-15 13:28:18,695,4,619
2045,2021-12-26 21:32:07,734,3,619
2046,2022-08-15 14:24:01,736,1,619
2047,2022-05-27 22:15:38,848,3,619
2048,2024-07-16 19:49:27,887,1,619
2049,2022-02-26 22:47:13,1576,2,619
2050,2023-07-27 05:00:34,456,4,620
2051,2023-11-12 00:34:08,690,4,620
2052,2022-10-09 04:11:54,261,3,621
2053,2023-05-08 17:07:26,1039,2,621
2054,2023-03-13 14:02:36,1339,3,621
2055,2024-01-22 07:10:56,1410,3,621
2056,2023-10-29 00:32:45,1808,4,621
2057,2023-08-17 08:12:15,899,2,622
2058,2024-12-10 21:26:28,1597,3,622
2059,2024-10-20 12:01:05,288,2,623
2060,2022-04-04 01:50:52,1399,2,623
2061,2023-02-02 13:25:11,189,2,624
2062,2022-11-18 12:49:02,1297,3,624
2063,2023-06-01 17:13:29,1761,1,624
2064,2023-06-14 10:23:21,126,2,625
2065,2022-04-20 08:50:38,330,4,625
2066,2024-02-13 17:00:27,469,2,625
2067,2024-01-22 18:01:19,1114,1,626
2068,2024-07-14 11:49:27,1585,1,626
2069,2022-02-14 04:56:06,108,2,627
2070,2022-12-18 01:49:14,826,4,627
2071,2024-08-31 04:38:57,852,1,627
2072,2022-06-26 14:25:24,18,1,628
2073,2022-09-05 06:40:30,544,3,628
2074,2021-12-31 11:29:27,20,4,629
2075,2022-05-11 04:43:20,562,2,629
2076,2023-04-10 00:46:52,636,3,629
2077,2022-06-05 10:48:49,685,3,629
2078,2022-02-17 20:54:20,948,3,629
2079,2024-02-21 02:21:12,333,2,630
2080,2022-12-17 15:02:10,1263,4,630
2081,2024-06-21 14:59:00,1897,2,630
2082,2024-10-26 19:49:46,219,2,631
2083,2023-10-31 16:22:55,412,4,631
2084,2022-11-24 03:15:59,674,3,631
2085,2023-01-09 01:05:45,755,3,631
2086,2024-10-31 05:54:02,913,2,631
2087,2022-02-13 20:43:16,1835,2,631
2088,2023-04-06 19:04:09,1059,2,632
